timestamp_utc,phase,run_name,model,trials,search_epochs,final_epochs,batch_size,lr,weight_decay,dropout,width,split,save_dir,report_path,best_val_q8,test_q8,status,notes
2026-03-30T12:52:45.237412+00:00,baseline,baseline_cnn1d,cnn1d,,5,5,32,0.001,0.0001,,,train_val_from_cullpdb__test_cb513,artifacts/cnn1d,artifacts/cnn1d/report.json,0.7060674620381143,0.6695098212705716,completed,initial baseline run
2026-03-30T12:52:45.237412+00:00,baseline,baseline_cnn2d,cnn2d,,5,5,16,0.001,0.0001,,,train_val_from_cullpdb__test_cb513,artifacts/cnn2d,artifacts/cnn2d/report.json,0.6794887756460067,0.642741697634637,completed,initial baseline run
2026-03-30T12:52:45.237412+00:00,tune_search,cnn1d_trial_0,cnn1d,8,6,,16,0.0006030307001665519,2.6876948246820466e-06,0.36076271336791854,96,train_val_from_cullpdb,artifacts/optuna_cnn1d,artifacts/optuna_cnn1d/trial_logs.jsonl,0.6983527310662815,,completed,history available in jsonl
2026-03-30T12:52:45.237412+00:00,tune_search,cnn1d_trial_1,cnn1d,8,6,,64,0.002500114660866104,0.00034178484205801086,0.47333243941099445,160,train_val_from_cullpdb,artifacts/optuna_cnn1d,artifacts/optuna_cnn1d/trial_logs.jsonl,0.6871648685662277,,completed,history available in jsonl
2026-03-30T12:52:45.237412+00:00,tune_search,cnn1d_trial_2,cnn1d,8,6,,32,0.00025861828475667203,0.0001271635875329989,0.19294440951085867,96,train_val_from_cullpdb,artifacts/optuna_cnn1d,artifacts/optuna_cnn1d/trial_logs.jsonl,0.6900154981518132,,completed,history available in jsonl
2026-03-30T12:52:45.237412+00:00,tune_search,cnn1d_trial_3,cnn1d,8,6,,32,0.00029678790549835025,6.122009720998015e-05,0.18498608733634436,192,train_val_from_cullpdb,artifacts/optuna_cnn1d,artifacts/optuna_cnn1d/trial_logs.jsonl,0.7051143900983553,,completed,history available in jsonl
2026-03-30T12:52:45.237412+00:00,tune_search,cnn1d_trial_4,cnn1d,8,6,,16,0.002575288006758149,0.0006985093426421188,0.23909187427497847,192,train_val_from_cullpdb,artifacts/optuna_cnn1d,artifacts/optuna_cnn1d/trial_logs.jsonl,0.6901528778908775,,completed,history available in jsonl
2026-03-30T12:52:45.237412+00:00,tune_search,cnn1d_trial_5,cnn1d,8,6,,16,0.0003115380138981675,0.0007306578095005671,0.42212099656911906,192,train_val_from_cullpdb,artifacts/optuna_cnn1d,artifacts/optuna_cnn1d/trial_logs.jsonl,0.6827000270466361,,pruned,pruned before full history persisted
2026-03-30T12:52:45.237412+00:00,tune_search,cnn1d_trial_6,cnn1d,8,6,,16,0.00020139806936006897,9.491221943250038e-06,0.2229947111418548,96,train_val_from_cullpdb,artifacts/optuna_cnn1d,artifacts/optuna_cnn1d/trial_logs.jsonl,0.6585168998544634,,pruned,pruned before full history persisted
2026-03-30T12:52:45.237412+00:00,tune_search,cnn1d_trial_7,cnn1d,8,6,,16,0.000764557304072401,3.715252330660935e-06,0.16773971051036524,192,train_val_from_cullpdb,artifacts/optuna_cnn1d,artifacts/optuna_cnn1d/trial_logs.jsonl,0.7121250499074834,,completed,history available in jsonl
